Cryo,Map Resolution,PDB,Peak Level,Size Cutoff >,Cryo Type,vTree#,numOfVoxels,numberOfNeighbors,neighbor trees,Max Density,MinDensity,AvgDensity,stdDensity,Percentage of voxels within 1 std,Percentage of voxels within 2 std,PCA_EigenValue1,PCA_EigenValue2,PCA_EigenValue3,PCA Thickness Ratio ev1/ev2,PCA Thickness Ratio ev2/ev3,Structure Tensor Helix (Percentage),Structure Tensor Sheet (Percentage),Percentage of voxels with density less than average,Radius of Gyration,Width,Hlx overlap (percentage),Strand overlap (percentage),Loop overlap (percentage),Unknown (percentage) - most likely outside protein model (noise),Label
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,135,65,3,69 80 89,0.59,0.47,0.52,0.03,0.65,0.98,5.08,2.69,1.27,1.89,2.12,0.62,0.38,0.55,3.1,3.3558,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,3,464,9,65 66 72 80 99 117 146 164 165,0.71,0.5,0.58,0.04,0.66,0.97,26.25,12.36,7.62,2.12,1.62,0.52,0.48,0.56,6.9,11.0453,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,123,94,3,9 10 26,0.62,0.52,0.56,0.02,0.67,0.96,9.12,3.41,1.64,2.67,2.08,0.61,0.39,0.56,3.8,3.3558,0.84,0,0.16,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,137,60,1,97,0.51,0.41,0.46,0.02,0.68,0.95,4.13,2.18,1.69,1.89,1.29,0.38,0.62,0.55,2.9,2.37291,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,88,167,4,1 29 34 115,0.68,0.5,0.57,0.04,0.63,0.98,10.06,4.31,2.82,2.34,1.53,0.64,0.36,0.54,4.2,3.3558,0,0.81,0.19,0,Sheet
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,77,183,2,4 169,0.62,0.47,0.54,0.04,0.64,0.96,12.4,4.14,2.74,2.99,1.51,0.66,0.34,0.55,4.5,4.11,0.57,0.26,0.16,0.01,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,63,202,2,19 126,0.59,0.45,0.53,0.03,0.65,0.96,13.87,3.99,3.1,3.47,1.29,0.52,0.48,0.5,4.7,4.54378,0.98,0,0.02,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,62,204,5,41 58 67 81 140,0.65,0.46,0.52,0.05,0.66,0.95,7.95,5.59,3.59,1.42,1.55,0.36,0.64,0.57,4.2,6.42587,0.93,0,0.07,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,76,187,5,29 68 118 133 150,0.56,0.39,0.5,0.04,0.69,0.96,20.68,3.76,2.14,5.5,1.76,0.5,0.5,0.53,5.2,5.97169,0.64,0,0.35,0.01,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,89,165,4,21 65 80 135,0.61,0.47,0.53,0.04,0.65,0.96,10.87,3.81,2.54,2.85,1.5,0.63,0.37,0.55,4.2,5.97169,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,136,60,0,,0.46,0.4,0.43,0.02,0.58,1,4.88,2.37,1.11,2.06,2.15,0.5,0.5,0.47,3,3.3558,0,0,1,0,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,2,491,6,47 91 101 107 119 173,0.62,0.44,0.55,0.03,0.67,0.95,30.33,19.26,3.05,1.58,6.32,0.54,0.46,0.51,7.3,5.64865,0,0.45,0.55,0,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,122,95,3,1 121 128,0.6,0.48,0.54,0.03,0.61,0.99,7.41,3.06,1.89,2.42,1.62,0.46,0.54,0.51,3.6,4.11,0,0.91,0.09,0,Sheet
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,126,90,1,63,0.54,0.41,0.48,0.03,0.7,0.96,5.92,2.56,2.28,2.31,1.12,0.33,0.67,0.49,3.4,4.11,0.78,0,0.12,0.1,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,6,394,4,8 30 94 178,0.71,0.49,0.59,0.05,0.69,0.95,35.15,7.03,2.93,5,2.4,0.51,0.49,0.55,6.8,4.33232,0,0.04,0.95,0.01,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,132,67,1,152,0.45,0.38,0.42,0.02,0.66,0.93,4.8,2.94,1.22,1.64,2.41,0.39,0.61,0.54,3.1,2.37291,0,0,0.94,0.06,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,99,138,4,3 72 80 138,0.55,0.45,0.5,0.03,0.64,0.98,6.72,4.3,2.32,1.56,1.86,0.45,0.55,0.5,3.7,5.12607,0.63,0,0.37,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,72,194,4,3 92 99 141,0.59,0.47,0.53,0.03,0.64,0.97,10.63,4.82,2.9,2.21,1.66,0.46,0.54,0.54,4.4,3.87495,0.93,0,0.07,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,66,200,4,3 11 80 138,0.7,0.49,0.58,0.05,0.65,0.96,8.55,5.91,3.26,1.45,1.81,0.37,0.63,0.55,4.3,6.42587,0.99,0,0.01,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,67,199,2,62 181,0.61,0.42,0.5,0.04,0.65,0.96,12.52,5.95,2.05,2.1,2.9,0.48,0.52,0.57,4.6,4.11,0.88,0,0.04,0.09,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,73,191,6,17 31 32 56 168 179,0.68,0.5,0.58,0.04,0.63,0.96,10.65,4.57,2.47,2.33,1.85,0.58,0.42,0.54,4.3,3.3558,0.99,0.01,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,98,141,3,36 160 176,0.53,0.42,0.47,0.02,0.67,0.97,5.6,5.11,2.48,1.1,2.06,0.37,0.63,0.5,3.7,5.64865,0.03,0,0.88,0.09,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,133,66,2,76 150,0.47,0.38,0.42,0.02,0.62,0.98,3.44,2.59,1.68,1.33,1.54,0.26,0.74,0.45,2.9,3.3558,0,0,1,0,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,127,90,2,5 145,0.62,0.46,0.54,0.04,0.67,0.98,4.73,2.68,2.07,1.77,1.29,0.2,0.8,0.52,3.2,4.11,0.74,0,0.26,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,7,380,3,15 18 173,0.63,0.47,0.55,0.04,0.64,0.96,44.6,3.95,3.32,11.28,1.19,0.64,0.36,0.54,7.3,4.54378,0.95,0.03,0.02,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,119,98,3,2 60 91,0.58,0.5,0.55,0.02,0.66,0.97,6.19,3.87,2.14,1.6,1.81,0.45,0.55,0.49,3.6,4.33232,0,0.32,0.68,0,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,131,69,3,68 134 167,0.59,0.47,0.53,0.03,0.7,0.97,3.53,2.4,1.97,1.47,1.22,0.17,0.83,0.54,2.9,4.11,0.03,0,0.97,0,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,5,398,5,11 25 26 127 146,0.67,0.49,0.57,0.04,0.63,0.98,40.11,9.04,2.82,4.44,3.2,0.56,0.44,0.53,7.3,9.19024,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,125,92,3,25 51 109,0.66,0.52,0.58,0.04,0.66,0.96,5.8,2.72,2.02,2.13,1.34,0.35,0.65,0.59,3.3,3.3558,0.85,0,0.13,0.02,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,65,200,5,3 8 69 89 92,0.7,0.49,0.57,0.05,0.65,0.98,17.89,3.59,2.9,4.99,1.24,0.55,0.46,0.53,5,4.54378,0.32,0,0.69,0,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,71,194,2,11 174,0.68,0.44,0.54,0.06,0.69,0.97,15.32,4.34,2.61,3.53,1.66,0.73,0.27,0.57,4.8,4.54378,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,59,211,3,20 23 187,0.62,0.45,0.51,0.04,0.69,0.96,10.68,6.69,2.96,1.6,2.26,0.47,0.53,0.6,4.6,4.74582,0.97,0,0.03,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,58,213,3,41 62 113,0.54,0.43,0.48,0.03,0.61,0.97,9.16,8.28,2.43,1.11,3.41,0.44,0.56,0.54,4.5,8.10503,0.01,0,0.99,0,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,70,195,4,37 41 97 191,0.58,0.49,0.53,0.02,0.64,0.98,12.3,5.75,2.57,2.14,2.23,0.38,0.62,0.53,4.6,4.93961,0.78,0,0.22,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,64,202,3,16 20 33,0.6,0.47,0.52,0.03,0.65,0.97,11.15,4.29,3.53,2.6,1.22,0.48,0.52,0.55,4.4,6.27813,0.89,0,0.11,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,4,410,4,24 42 61 77,0.62,0.42,0.54,0.05,0.67,0.98,51.29,4.59,2.92,11.17,1.57,0.82,0.18,0.53,7.7,3.3558,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,124,93,1,160,0.48,0.36,0.43,0.03,0.66,0.98,5.22,2.87,2.01,1.82,1.43,0.47,0.53,0.53,3.3,3.87495,0.01,0,0,0.99,Unknown
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,130,70,4,37 95 113 182,0.53,0.45,0.49,0.02,0.66,0.99,5.78,4.97,2.04,1.16,2.43,0.44,0.56,0.47,3.6,3.06341,0,0,1,0,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,118,101,3,26 76 105,0.66,0.48,0.56,0.04,0.67,0.98,4.68,2.93,2.6,1.6,1.13,0.4,0.6,0.55,3.3,4.11,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,180,15,1,10,0.55,0.44,0.5,0.03,0.67,1,4.5,0.93,0.24,4.85,3.93,0.33,0.67,0.47,2.4,1.93747,0,0,0,1,Unknown
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,157,35,3,17 24 158,0.55,0.47,0.51,0.02,0.6,0.97,4.1,1.16,0.94,3.54,1.24,0.31,0.69,0.51,2.5,1.93747,0.03,0.57,0.4,0,Sheet
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,143,47,2,24 90,0.5,0.44,0.47,0.02,0.55,1,2.44,2.25,1.48,1.08,1.52,0.28,0.72,0.55,2.6,3.3558,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,17,298,8,24 31 32 73 103 147 157 168,0.6,0.46,0.56,0.03,0.64,0.98,28.37,9.62,2.47,2.95,3.9,0.31,0.69,0.52,6.4,3.3558,0.14,0.83,0.03,0,Sheet
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,16,300,4,13 20 64 96,0.64,0.48,0.53,0.04,0.68,0.95,16.85,7.2,4.35,2.34,1.65,0.43,0.57,0.59,5.4,6.7116,0.07,0,0.89,0.04,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,142,47,3,43 151 161,0.51,0.43,0.46,0.02,0.66,0.96,4.96,2.61,0.92,1.9,2.84,0.45,0.55,0.55,3,3.3558,0.77,0,0,0.23,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,156,36,1,27,0.52,0.45,0.5,0.02,0.61,1,7.08,1.04,0.85,6.84,1.22,0.89,0.11,0.53,3,1.93747,0.08,0,0,0.92,Unknown
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,181,15,2,41 67,0.49,0.45,0.47,0.01,0.67,1,1.73,0.8,0.72,2.15,1.12,0.6,0.4,0.53,1.8,1.93747,0.2,0,0,0.8,Unknown
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,183,13,2,14 31,0.57,0.51,0.53,0.02,0.69,1,1.41,0.95,0.38,1.48,2.48,0.31,0.69,0.54,1.7,3.06341,0.08,0,0.92,0,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,140,54,2,62 162,0.47,0.41,0.44,0.02,0.67,0.96,7.67,2.2,0.96,3.49,2.29,0.56,0.44,0.5,3.4,7.37768,0.65,0,0.35,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,154,37,2,1 110,0.55,0.46,0.51,0.03,0.57,1,7.8,1.03,0.77,7.54,1.34,0.51,0.49,0.54,3.1,3.3558,0.03,0.95,0,0.03,Sheet
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,168,24,3,17 31 73,0.59,0.53,0.56,0.02,0.58,1,1.95,1.66,0.83,1.17,2,0.42,0.58,0.42,2.2,1.93747,0.5,0.29,0.21,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,28,262,3,48 78 107,0.74,0.49,0.6,0.06,0.68,0.97,19.72,4.89,2.72,4.03,1.8,0.51,0.49,0.53,5.3,3.3558,0.99,0,0.01,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,14,302,3,31 183 185,0.79,0.49,0.6,0.06,0.69,0.95,26.75,5.3,2.62,5.04,2.03,0.54,0.46,0.55,6,4.33232,0.86,0.06,0.08,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,15,300,4,7 22 47 110,0.65,0.48,0.56,0.04,0.65,0.97,27.71,6.47,3.21,4.29,2.01,0.71,0.29,0.55,6.2,4.74582,0.82,0.18,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,29,259,4,1 34 76 88,0.62,0.47,0.54,0.03,0.61,0.97,34.58,3.59,2.86,9.64,1.26,0.77,0.23,0.51,6.5,4.11,0.06,0.27,0.67,0,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,169,23,2,38 77,0.51,0.48,0.5,0.01,0.74,0.96,1.77,1.57,0.69,1.13,2.29,0.39,0.61,0.35,2.1,3.06341,0,1,0,0,Sheet
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,155,36,1,1,0.48,0.41,0.44,0.02,0.61,1,5.52,1.1,1.02,5.01,1.08,0.33,0.67,0.56,2.8,5.12607,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,141,49,1,72,0.53,0.43,0.49,0.02,0.69,0.98,4.43,2.52,1.23,1.76,2.05,0.37,0.63,0.47,2.9,3.3558,0,0,0.92,0.08,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,182,14,3,41 113 130,0.49,0.46,0.48,0.01,0.64,1,1.38,1.12,0.49,1.24,2.27,0.64,0.36,0.5,1.8,2.37291,0.14,0,0.86,0,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,186,11,0,,0.47,0.43,0.45,0.01,0.73,1,1.32,0.56,0.44,2.35,1.29,0.55,0.45,0.45,1.5,1.93747,0,0,0,1,Unknown
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,179,17,3,24 56 73,0.61,0.53,0.57,0.03,0.65,1,1.78,1.25,0.53,1.42,2.35,0.41,0.59,0.59,1.9,3.06341,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,145,44,2,54 127,0.57,0.47,0.52,0.03,0.64,0.98,2.67,2.14,1.44,1.25,1.49,0.52,0.48,0.5,2.6,3.06341,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,151,39,3,43 49 142,0.47,0.42,0.45,0.01,0.56,1,2.82,1.78,1.02,1.58,1.74,0.23,0.77,0.46,2.4,3.06341,0.18,0,0,0.82,Unknown
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,11,355,3,5 66 71,0.7,0.48,0.57,0.05,0.61,0.97,35.86,5.61,3.12,6.39,1.8,0.74,0.26,0.53,6.8,4.33232,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,39,236,4,43 108 161 195,0.51,0.38,0.45,0.02,0.71,0.95,14.19,6.14,2.51,2.31,2.45,0.48,0.52,0.51,4.9,6.27813,0.39,0,0.56,0.06,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,38,239,4,20 42 79 169,0.58,0.47,0.52,0.02,0.65,0.96,12.47,8.55,2.79,1.46,3.06,0.39,0.61,0.55,5,4.54378,0.02,0.98,0,0,Sheet
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,10,359,7,9 27 85 109 123 180 189,0.74,0.49,0.58,0.05,0.72,0.94,25.65,11.93,3.77,2.15,3.17,0.4,0.6,0.59,6.5,6.42587,0.83,0,0.16,0.01,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,150,40,2,76 133,0.49,0.42,0.46,0.02,0.6,0.98,3.04,1.65,1.15,1.84,1.44,0.4,0.6,0.5,2.5,2.37291,0,0,0.85,0.15,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,144,46,2,12 170,0.57,0.42,0.48,0.04,0.65,0.96,3.01,2.2,1.07,1.37,2.07,0.26,0.74,0.57,2.6,5.12607,0.76,0,0.24,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,178,17,2,6 94,0.54,0.49,0.52,0.02,0.65,1,2.71,0.97,0.51,2.78,1.91,0.59,0.41,0.47,2.1,1.93747,0,0,1,0,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,187,11,2,23 59,0.52,0.45,0.49,0.02,0.64,1,1.9,1,0.27,1.91,3.63,1,0,0.36,1.8,1.93747,0.82,0,0.18,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,185,12,2,8 14,0.56,0.5,0.53,0.02,0.75,1,1.69,0.79,0.46,2.14,1.72,0.42,0.58,0.42,1.7,1.93747,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,152,39,2,114 132,0.47,0.4,0.44,0.02,0.59,1,4.09,1.26,1.17,3.25,1.08,0.36,0.64,0.54,2.6,4.33232,0,0,1,0,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,146,43,2,3 5,0.59,0.51,0.55,0.02,0.63,1,2.74,2.11,1.22,1.3,1.73,0.58,0.42,0.53,2.5,3.3558,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,12,342,6,8 69 144 149 159 170,0.69,0.42,0.55,0.05,0.7,0.94,33.91,5.09,2.91,6.66,1.75,0.68,0.32,0.56,6.6,6.27813,0.84,0,0.16,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,13,302,7,16 20 44 74 96 111 114,0.63,0.48,0.54,0.03,0.67,0.97,19.13,9,2.22,2.13,4.04,0.46,0.54,0.56,5.6,3.87495,0.91,0,0.07,0.01,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,147,41,3,17 32 120,0.57,0.46,0.51,0.03,0.63,0.98,5.2,1.36,0.93,3.83,1.47,0.37,0.63,0.51,2.8,2.74,0.37,0,0.63,0,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,153,39,2,97 194,0.49,0.41,0.46,0.02,0.72,0.95,3.73,2.16,0.8,1.73,2.68,0.56,0.44,0.46,2.6,3.3558,0.67,0,0,0.33,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,184,13,1,93,0.49,0.41,0.45,0.02,0.54,1,1.66,0.73,0.48,2.26,1.54,0.62,0.38,0.46,1.7,1.93747,0,0,1,0,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,189,10,2,10 27,0.6,0.51,0.55,0.03,0.7,1,1.25,0.52,0.42,2.4,1.25,0.9,0.1,0.5,1.5,1.93747,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,176,17,1,98,0.48,0.43,0.46,0.01,0.71,0.94,2.71,0.76,0.46,3.58,1.65,0.76,0.24,0.47,2,1.93747,0,0,1,0,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,162,31,1,140,0.46,0.41,0.44,0.01,0.61,1,2.85,1.37,0.98,2.08,1.4,0.23,0.77,0.45,2.3,4.74582,0,0,0.74,0.26,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,22,287,5,1 15 52 55 112,0.72,0.49,0.58,0.05,0.63,0.97,30.29,3.44,3.21,8.82,1.07,0.71,0.29,0.54,6.2,4.11,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,36,242,2,84 98,0.58,0.42,0.47,0.04,0.67,0.95,15.37,4.52,2.81,3.4,1.6,0.47,0.53,0.61,4.8,5.12607,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,37,241,4,70 95 130 191,0.6,0.47,0.53,0.03,0.67,0.95,16.36,5.28,3.32,3.1,1.59,0.46,0.54,0.54,5.1,7.37768,0.12,0,0.88,0,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,23,279,3,46 59 187,0.59,0.45,0.52,0.03,0.68,0.97,17.44,5.44,3.53,3.21,1.54,0.54,0.46,0.52,5.2,3.3558,0.46,0,0.52,0.03,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,163,27,1,40,0.44,0.38,0.41,0.01,0.63,1,2.27,1.12,0.92,2.02,1.23,0.48,0.52,0.59,2.1,2.37291,0.67,0,0,0.33,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,177,17,2,44 57,0.52,0.49,0.51,0.01,0.65,0.94,1.56,1.15,0.59,1.36,1.95,0.53,0.47,0.41,1.9,1.93747,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,188,11,1,24,0.49,0.44,0.47,0.02,0.64,1,1.32,0.56,0.44,2.35,1.29,0.45,0.55,0.45,1.5,1.93747,0,0,1,0,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,161,31,3,39 43 142,0.48,0.43,0.45,0.01,0.55,0.97,3.14,1.88,0.76,1.67,2.49,0.35,0.65,0.52,2.5,2.74,0.84,0,0.16,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,175,18,1,51,0.47,0.39,0.43,0.02,0.67,1,2.07,1.15,0.47,1.79,2.45,0.39,0.61,0.5,2,1.37,0,0,0,1,Unknown
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,149,40,2,12 93,0.61,0.47,0.54,0.04,0.57,1,2.9,2.15,1.1,1.35,1.97,0.75,0.25,0.48,2.5,3.3558,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,35,243,3,30 93 158,0.69,0.45,0.55,0.06,0.59,0.97,26.21,3.19,2.59,8.22,1.23,0.7,0.3,0.54,5.7,4.54378,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,21,289,2,30 89,0.71,0.43,0.56,0.06,0.69,0.96,23.98,4.36,3.11,5.51,1.4,0.58,0.42,0.56,5.7,4.93961,1,0,0,0,Helix
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,20,289,8,13 16 38 53 59 64 79 106,0.56,0.45,0.5,0.02,0.71,0.93,20.79,7.29,3.54,2.85,2.06,0.36,0.64,0.55,5.7,5.64865,0.35,0.17,0.48,0,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,34,244,6,29 83 88 115 129 171,0.64,0.5,0.57,0.03,0.63,0.98,11.25,8.96,2.68,1.26,3.34,0.57,0.43,0.54,4.9,8.87861,0.02,0.48,0.5,0,Loop
ProteinSet/emd_6906_A.mrc,5.7,ProteinSet/5zam.pdb,0.95,9,Authentic,148,40,3,1 55 166,0.56,0.46,0.51,0.03,0.65,1,3.49,1.67,1.11,2.09,1.51,0.23,0.78,0.53,2.6,2.37291,0,0,1,0,Loop
